Bad-ID,Badtyp,Name,Straße,Postleitzahl,Ort,Ansprechpartner,Telefon,E-Mail-Adresse,Webseite,Gemeindekennzahl,Längengrad,Breitengrad,"Ganzjährig geöffnet","Beginn der Sommerzeit","Ende der Sommerzeit","Beginn der Winterzeit","Ende der Winterzeit",Baujahr,"Baukosten bei Fertigstellung","Währung der Baukosten","Baukosten heute (Euro)",Eigentümer,"Name des Eigentümers",Betreiber,"Name des Betreibers",Eigentümer-Risiko,Betreiber-Risiko,Besucher,"Eintritt Erwachsene","Ermäßigung Kind","Ermäßigung Familie","Ermäßigung Behinderte","Ermäßigung Senioren",Frühtarif,Abendtarif,Schulsport,"ÖPNV Strecke","ÖPNV <500m","PKW Parkplätze","Fahrrad Parkplätze","Behinderten Parkplätze",E-Ladestationen,"Gegenstrom Anlage",Schwimmwanderkanal,"10m Sprungturm","7,5m Sprungturm","5m Sprungturm","3m Sprungturm","3m Sprungbrett","1m Sprungbrett",Großrutsche,Kinderrutsche,"Separates Rutschbecken",Restaurant,Bistro,Essensautomat,"Bewirtung für Badegäste","Bewirtung öffentlich","Sportangebot an Land","Fläche Umkleide","Anzahl Sammelumkleiden","Anzahl Einzelumkleiden","Anzahl Spinde","Rollstuhl Stellplätze","Unterfahrbarer Waschtisch","Breite Liegen","Extra große Spinde","Barrierefreiheit Sonstiges","Kursraum ohne Geräte","Ausstattung Kursraum","Kursraum mit Geräten","Geräte Kursraum","Liegewiese Größe","Spielfläche Größe",einrichtung_spielflaeche,"Spielplatz Größe","Spielplatz Geräte","Beachfeld Größe",FKK-Fläche,"Installierte Fitnessgeräte","Sonstige Freiflächen","Sauna Fläche","Anzahl Saunen","Anzahl Solarien","Anzahl Massagen",Poollifter,"Barrierefreie Rutsche","Wasserabwesender Rollstuhl","Breite Gänge","Taktiles Leitsystem","Optische und akustische Anzeigen","Manuelles Kassensystem","Automatisches Kassensystem","Anlage dauerhaft geschlossen","Schließung Begründung","Anlage temporär geschlossen",Schließdatum,"Einschränkung Schwimmbetrieb","Einschränkungen Beschreibung","Einschränkung Funktion","Einschränkungen Funktion Beschreibung",WLAN,"Öffentliches Wlan",Mobilfunkstandard,"Badebetrieb neben Wettkampf","Energieeffiziente Maßnahmen","Zusätzliche Angebote","Nutzung durch Vereine","Nutzung durch Schulen","Nutzung durch Bürger","Nutzung durch Firmen","Nutzung durch VHS","Kommerzielle Nutzung","Sonstige Nutzer","Anteil Vereine","Anteil Schulen","Anteil Bürger","Anteil Firmen","Anteil VHS","Anteil Kommerzielle Nutzung","Anteil Sonstige Nutzer",Stundentarif,"Sonstige Tarife","Sonstige Sprungbretter",Startblöcke,"Anzahl Startblöcke",Kommentar,Öffnungsdatum,"Wettkampftauglichkeit Schwimmen","Wettkampftauglichkeit Wasserball","Wettkampftauglichkeit Springen","Wettkampftauglichkeit Rettungsschwimmen","Wettkampftauglichkeit Synchronschwimmen","Wettkampftauglichkeit Tauchen","Badpate vorhanden",Erweiterungen,Sanierungen,Förderungen
330,Freibad,"Freibad Sprockhövel","Bleichwiese 9",45549,Sprockhövel,,"0 23 39 / 917-0",info@sprockhoevel.de,www.sprockhoevel.de/rathaus/zentrale-gebaeudebewirtschaftung/freibad/,05954028,7.24987,51.36739,nein,Mai,September,,,,,,,"Gemeinde oder Stadt",Sprockhövel,"Gemeinde oder Stadt",Sprockhövel,,,,4,nein,ja,nein,,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,ja,,,,,,,,,,nein,,,
331,Freibad,"Freibad Bad Teinach","Teinachtal 24",74385,"Bad Teinach",,"07053 920610",freibadteinach@web.de,www.bad-teinach-zavelstein.de/index.php?id=173,08235084,8.69324,48.68879,nein,,September,,,,,,,"Gemeinde oder Stadt","Stadtverwaltung Bad Teinach-Zavelstein","Gemeinde oder Stadt","Stadtverwaltung Bad Teinach-Zavelstein",,,,3.9,ja,ja,ja,nein,nein,ja,,,,,,,,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,nein,ja,,ja,nein,"Tischtennis, Beachvolleyball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,"12er Karte, Jahreskarte",,ja,,,,,,,,,,nein,,,
332,Freizeitbad,AlbThermen,"Bei den Thermen 2",72574,"Bad Urach",,"07125 94360",info-albthermen@kanto.de,albthermen.de/de,08415078,9.37584,48.50188,ja,,,,,,,,,,"KANTO SPA GmbH",,"Andrea Bernardi, Martin Pesch",,,,15.7,ja,ja,ja,ja,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,3000,7,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,ja,"10er Karte, Nachtschwärmertarif und Gesundheitstarif",,nein,,,,,,,,,,nein,,,
333,Freibad,"Strand- und Freibad Bad Waldsee","Robert-Koch-Straße 1",88339,"Bad Waldsee",,"07524 49845",info@bad-waldsee.de,www.bad-waldsee.de/strand-und-freibad.html,08436009,9.76204,47.92125,nein,April,September,,,,,,,"Gemeinde oder Stadt","Stadt Bad Waldsee",,,,,,3.5,ja,ja,ja,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,ja,ja,ja,nein,ja,ja,,ja,,"Beachvolleyball, Basketball und Schach",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
338,Freizeitbad,"Odenwald Therme","Elisabethenstraße 13",64732,"Bad König",,"06864 7855",,,06437001,9.00564,49.74221,ja,,,,,,,,,"Gemeinde oder Stadt",Mettlach,"Gemeinde oder Stadt",Mettlach,,,,5,ja,,ja,,nein,ja,nein,1600,nein,,,,,nein,nein,nein,nein,,ja,,ja,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,nein,ja,nein,nein,nein,,,,,,,,,nein,"Zehner, Saisonkarte",,ja,6,,,,,,,,,nein,,,
339,Kombibad,"Das Bad Merzig","Saarwiesenring 3",66663,Merzig,,"06861 770730",info@das-bad-merzig.de,www.dasbadmerzig.de,10042113,6.62601,49.446,ja,,,,,2003,,,,Privat,"Merziger Bäder",Privat,"Merziger Bäder",,,,9.5,ja,ja,,,,,,1600,nein,,,,,nein,nein,nein,nein,nein,nein,ja,ja,ja,ja,,ja,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,1800,6,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,ja,Spar-Card,,ja,4,,,,,,,,,nein,,,
340,Freizeitbad,"Toskana Therme Bad Orb","Horststr. 1",63619,"Bad Orb",,"06052 918444",badorb@toskana-therme.de,www.toskanaworld.net/de/12.191/therme-bad-orb/therme/lage-und-anfahrt,06435001,9.35096,50.2193,ja,,,,,,,,,Sonstige,"Therme Bad Orb GmbH",Sonstige,"Therme Bad Orb GmbH",,,,27,ja,ja,ja,nein,nein,nein,nein,,,,,,,ja,ja,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,ja,,,,,,,,,,,,ja,,,ja,,,,,,,,,,nein,,,
343,Freibad,"Freibad Lenzinghausen","Stiller Frieden",32139,Spenge,,"05225 / 2257",info@lenzibad.de,www.lenzibad.de/Startseite/,05758032,8.49590,52.12151,nein,Mai,September,,,,,,,"Gemeinde oder Stadt",Spender,Verein,"Freibad-Interessengemeinschaft e.V.",,,,3,ja,ja,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
344,Hallenbad,PerlBad,"Auf dem Sabel 4",66706,Perl,,"06867 5178",,www.perl.saarland/perlbad.html,10042115,6.38559,49.47855,ja,,,,,1974,,,,"Gemeinde oder Stadt",Perl,"Gemeinde oder Stadt",Perl,,,,4,ja,ja,ja,,nein,nein,,400,ja,,,,,nein,nein,nein,nein,nein,nein,,,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,"Studenten, Zehner, Fünfziger-Karte",,ja,,,,,,,,,,nein,,,
345,Freibad,"Werburger Waldbad",Bussche-Münch-Straße,32139,Spenge,,"05225 - 14 95",info@stadtwerke-herford.de,www.werburger-waldbad.de,05758032,8.47506,52.14513,nein,Mai,September,,,,,,,"Gemeinde oder Stadt",Spenge,Stadtwerke,Herford,,,,3,ja,ja,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
346,Hallenbad,Dora-Rau-Bad,Franz-Haas-Straße,66687,Wadern,,"06871 507490",,wadern.de/wirtschaft-tourismus/freizeiteinrichtungen/dora-rau-bad/,10042116,6.88941,49.54333,ja,,,,,1976,,,,"Gemeinde oder Stadt",Wadern,"Gemeinde oder Stadt",Wadern,,,,4,ja,nein,,,,,,,nein,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,,,nein,ja,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,,,,,,,,,,,,"Saisonkarte, Jahreskarte",,ja,4,,,,,,,,,nein,,,
349,Freibad,"Freibad Ittertal","Mittelitter 10",42719,Solingen,,"0212 23 03 9 - 30",tczeckay@ittertal.de,ittertal-verein.de/schwimmbad.html,05122000,7.03538,51.18994,nein,Mai,September,,,,,,,"Gemeinde oder Stadt",Solingen,Verein,"Förderverein Ittertal e.V.",,,,4.5,ja,ja,ja,nein,nein,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,ja,,,"Förderung SJK 2022, 6.000.000 €"
350,Freibad,"Freibad Wadern","Am Schwimmbad 999",66687,Wadern,,"06871 507491",,wadern.de/wirtschaft-tourismus/freizeiteinrichtungen/freibad/,10042116,6.88943,49.54334,nein,Mai,September,,,1950,,,,"Gemeinde oder Stadt",Wadern,"Gemeinde oder Stadt",Wadern,,,,4,ja,,,,,,,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,ja,nein,ja,nein,nein,,,,,"Beachvolleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,,"10er, Jahres, Saisonkarte",,ja,4,,,,,,,,,nein,,,
351,Freibad,"Naturfreibad Weiskirchen","Im Hänfert",66709,Weiskirchen,,"06876 919561",,www.naturfreibad-weiskirchen.de/,10042117,6.80419,49.56177,nein,Mai,August,,,1950,,,,"Gemeinde oder Stadt","Gemeinder Weiskirchen","Gemeinde oder Stadt","Gemeinder Weiskirchen",,,,3,ja,ja,,,,ja,,,,,,,,nein,nein,nein,nein,nein,nein,,ja,nein,ja,nein,,,,,,Spielwiese,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,Saisonkarte,,ja,,,,,,,,,,nein,,,
352,Freibad,"Freibad Heide","Langhansstraße 100",42697,Solingen,,"0212 / 7 63 12",,www.solingen.de/de/dienstleistungen/solinger-baedergesellschaft-mbh-schwimmen-freibad-heide/,05122000,6.97299,51.15879,nein,Mai,September,,,,,,,"Gemeinde oder Stadt",Solingen,"Gemeinde oder Stadt",Solingen,,,,4,ja,nein,nein,nein,ja,ja,,,,,,,,nein,nein,nein,nein,ja,ja,ja,ja,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,ja,,,
353,Hallenbad,"Sportbad Klingenhalle","Kotter Straße 9",42655,Solingen,,"0212 / 2214 3620",,www.solingen.de/de/dienstleistungen/solinger-baedergesellschaft-mbh-schwimmen-sportbad-klingenhalle/,05122000,7.07697,51.17159,ja,,,,,,,,,"Gemeinde oder Stadt",Solingen,"Gemeinde oder Stadt",Solingen,,,,4,ja,ja,ja,nein,nein,nein,nein,200,ja,300,5,5,3,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,nein,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,nein,,40,40,20,,,,,nein,,,ja,21,,,,,,,,,ja,,,
354,Freizeitbad,"Vital Therme","Bätznerstr. 85",75323,"Bad Wildbad",,"07081 303253",info@staatsbad-wildbad.de,www.bad-wildbad.de/thermen-schwarzwald/vital-therme/,08235079,8.5487,48.74865,ja,,,,,,,,,,"Bäder- und Kurbetriebs GmbH",,"Frank M. Rieg",,,,13,ja,ja,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,Wertkarte,,nein,,,,,,,,,,nein,,,
355,Freizeitbad,"Palais Thermal","Kernerstr. 5",75323,"Bad Wildbad",,"07081 303301",info@palaisthermal.de,www.bad-wildbad.de/thermen-schwarzwald/palais-thermal/,08235079,8.55071,48.74968,ja,,,,,,,,,,"Bäder- und Kurbetriebs GmbH",,"Frank M. Rieg",,,,22,ja,nein,nein,nein,nein,ja,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
358,Freibad,"Freibad Heinitz",Moselschachtstraße,66538,"Neunkirchen (Saar)",,"06821 7568",,www.neunkirchen.de/index.php?id=327&L=1%3FL%25,10043114,7.14075,49.32963,nein,,,,,1965,,,,"Gemeinde oder Stadt","Neunkirchen (Saar)","Gemeinde oder Stadt","Neunkirchen (Saar)",,,,2.5,ja,ja,ja,ja,,,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,Basketballfeld,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,"Studenten, Kreiskarte",,ja,2,,,,,,,,,nein,,,
359,Freibad,"Freibad Landsweiler-Reden","Am Volksbad",66578,Schwiffweiler,,"06821 67128",,www.schiffweiler.de/?q=freibad,10043116,7.13482,49.35877,nein,Mai,September,,,1936,,,,"Gemeinde oder Stadt","Gemeinde Schiffweiler","Gemeinde oder Stadt","Gemeinde Schwiffweiler",,,,3.5,ja,ja,ja,,,,,1000,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,nein,ja,,,,Spielplatz,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,ja,,,,,,,,,,nein,,,
360,Freibad,"Ludwig-Jahn Freibad","Mainzweilerstraße 69",66564,Ottweiler,,"06824 3400",,www.ottweiler.de/tourismus/index.php?option=com_content&view=article&id=60&Itemid=67,10043114,7.14986,49.40335,nein,Mai,,,,,,,,"Gemeinde oder Stadt",Ottweiler,"Gemeinde oder Stadt",Ottweiler,,,,3.8,ja,,ja,ja,,ja,,1500,nein,,,,,,nein,nein,nein,nein,nein,nein,nein,ja,,nein,nein,ja,ja,ja,nein,"Spielplatz, Beachvolleyball",,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,"Studierende, Bufdi, Wehrdienst",,ja,6,,,,,,,,,nein,,,
361,Freibad,"Freibad Sonnenborn","Am Schwimmbad",66557,Illingen,,"06825 409237",gemeinde@illingen.de,www.illingen.de/kultur-und-freizeit/hallen-baeder/,10043112,7.01656,49.38728,nein,Mai,,,,1938,,,,"Gemeinde oder Stadt","Gemeinde Illingen","Gemeinde oder Stadt","Gemeinde Illingen",,,,3,ja,,ja,ja,nein,nein,nein,400,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,ja,nein,ja,nein,Beachvolleyball,,,6,,,,,,,nein,,nein,,,,,,,,,,,,0,,,ja,,,,,,ja,nein,nein,,nein,,,,,,ja,ja,,,Solarthermie,,ja,,ja,,,,,,,,,,,,nein,"Studenten, Zehner, Jahreskarte",,ja,5,,,,,,,,,ja,,,
362,Freibad,"Freibad Wiebelskirchen","Am Kirchberg",66540,"Neunkirchen (Saar)",,"06821 53130",,www.neunkirchen.de/index.php?id=326,10043114,7.17276,49.37733,nein,,,,,1970,,,,"Gemeinde oder Stadt","Gemeinde Illingen","Gemeinde oder Stadt","Gemeinde Illingen",,,,3.5,ja,ja,ja,,,ja,,,nein,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,,,,,,"Spielplatz, Basketball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,"Studierende, Kreiskarteninhaber",,ja,8,,,,,,,,,nein,,,
363,Hallenbad,"Hallenbad Illingen",Kapellenstr.,66557,Illingen,,"06825 409236",gemeinde@illingen.de,www.illingen.de/kultur-und-freizeit/hallen-baeder/,10043112,7.04090,49.36624,nein,,,September,Mai,1974,,,,"Gemeinde oder Stadt",Illingen,"Gemeinde oder Stadt",Illingen,,,55000,3,ja,nein,ja,,nein,nein,ja,110,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,ja,nein,nein,,nein,,,,,,,,,,,"Behinderten-Umkleide mit Dusche",ja,ja,ja,,ja,,,,,,,,,,nein,"Studierende, Zehner, Jahreskarte",,ja,5,,,,,,,,,ja,,,
364,Hallenbad,"Hellbergbad Eppelborn","Hellbergstraße 41a",66571,Eppelborn,,"06881 6830",,www.eppelborn.de/freizeit-und-tourismus/hellbergbad,10043111,6.95874,49.40386,ja,,,,,1976,,,,"Gemeinde oder Stadt",Eppelborn,"Gemeinde oder Stadt",Eppelborn,,,50000,4,ja,,ja,,,ja,,1100,nein,,,,,nein,nein,nein,nein,nein,,nein,nein,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,nein,ja,nein,,nein,,,,,,,,,,,,ja,ja,ja,,ja,ja,,,,,,,,,nein,Geldwertkarten,,ja,5,,,,,,,,,ja,,,
365,Kombibad,"Die Lakai","Lakaienschäferei 1",66538,"Neunkirchen (Saar)",,"06821 9319890",,www.neunkirchen.de/lakaihallenfreibad.html,10043114,7.19966,49.32753,ja,,,,,2009,,,,"Gemeinde oder Stadt","Neunkirchen (Saar)","Gemeinde oder Stadt","Neunkirchen (Saar)",,,,4,ja,ja,ja,,,ja,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,ja,ja,,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,ja,"Studierende, Geldwertkarten",,ja,8,,,,,,,,,nein,,,
368,Hallenbad,"Familienbad Vogelsang","Focher Straße 85",42719,Solingen,,"0212 / 290-2970",,www.solingen.de/de/dienstleistungen/solinger-baedergesellschaft-mbh-schwimmen-hallenbad-vogelsang/#ym-downloads,05122000,7.06346,51.18964,ja,,,,,,,,,"Gemeinde oder Stadt",Solingen,"Gemeinde oder Stadt",Solingen,,,,4,ja,ja,ja,nein,nein,nein,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,ja,,,
369,Hallenbad,"Städtisches Hallenbad Büren","Kleffnerstraße 8",33142,Büren,,"02951 3363",,www.bueren.de/tourismus/aktiv/Baeder.php#a1,05774016,8.55468,51.5493,nein,,,Oktober,April,,,,,"Gemeinde oder Stadt","Stadt Büren","Gemeinde oder Stadt","Stadt Büren",,,,3,ja,ja,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
371,Hallenbad,"VitalBad Burscheid","Im Hagen 9",51399,Burscheid,,"02174 787870",info@vitalbad-burscheid.de,www.vitalbad-burscheid.de,05378008,7.10649,51.08292,ja,,,,,,,,,Genossenschaften,"Bäderbetriebsgesellschaft Burscheid mbH",Genossenschaften,"Bäderbetriebsgesellschaft Burscheid mbH",,,,8,ja,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,ja,nein,ja,nein,ja,nein,nein,ja,,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,ja,1,,,,,,,,,nein,,,
372,Freibad,"Parkbad Nord Castrop-Rauxel","Recklinghauser Straße 208",44581,Castrop-Rauxel,,"02305 445950",,www.castrop-rauxel.de,05562004,7.32644,51.59109,nein,Juni,,,,,,,,"Gemeinde oder Stadt","Stadt Castrop-Rauxel","Gemeinde oder Stadt","Stadt Castrop-Rauxel",,,,3.5,ja,nein,ja,nein,ja,ja,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,ja,8,,,,,,,,,nein,,,
373,Hallenbad,"Schwimmhalle SIMMBAD","Walter-Bachmann-Straße 38",52152,Simmerath,,"02473 / 1295",,www.simmerath.de/unsere-gemeinde/einrichtungen/schwimmhalle/,05334028,6.287290,50.60027,ja,,,,,,,,,"Gemeinde oder Stadt",Simmerath,"Gemeinde oder Stadt",Simmerath,,,,3.5,ja,ja,ja,nein,ja,nein,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
374,Hallenbad,"Hallenbad Löhrtor","Löhrtor 15",57072,Siegen,"Frau Brandenburger","0271 53135",schwimmbaeder@siegen.de,www.siegen.de/leben-in-siegen/freizeit-und-sport/hallenbaeder-und-freibaeder/ueberblick-hallen-und-freibaeder/hallenbad-loehrtor/,05970040,8.0227,50.87172,ja,,,,,,,,,"Gemeinde oder Stadt",Siegen,"Gemeinde oder Stadt",Siegen,,,,3.5,ja,ja,ja,nein,nein,nein,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
376,Hallenbad,"Hallenbad Castrop-Rauxel","Bahnhofstraße 189",44575,Castrop-Rauxel,,"02305 1062550",,www.castrop-rauxel.de,05562004,7.30718,51.56479,nein,,,,Juni,,,,,"Gemeinde oder Stadt","Stadt Castrop-Rauxel","Gemeinde oder Stadt","Stadt Castrop-Rauxel",,,,3.5,ja,nein,ja,nein,ja,ja,nein,,,,,,,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
377,Hallenbad,"Hallenbad Eiserfeld","Eiserfelder Straße 418",57080,Siegen,"Herr Schäfer","0271 382069",schwimmbaeder@siegen.de,www.siegen.de/leben-in-siegen/freizeit-und-sport/hallenbaeder-und-freibaeder/ueberblick-hallen-und-freibaeder/hallenbad-eiserfeld/,05970040,7.98684,50.83816,ja,,,,,,,,,"Gemeinde oder Stadt",Siegen,"Gemeinde oder Stadt",Siegen,,,,3.5,ja,ja,ja,nein,nein,nein,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
378,Freibad,"Warmwasserfreibad Kaan-Marienborn","Breitenbacher Straße 59",57074,Siegen,"Herr Räwel","0271 62360",schwimmbaeder@siegen.de,www.siegen.de/leben-in-siegen/freizeit-und-sport/hallenbaeder-und-freibaeder/ueberblick-hallen-und-freibaeder/warmwasserfreibad-kaan-marienborn/,05970040,8.06692,50.87403,nein,Mai,September,,,1968,,,,"Gemeinde oder Stadt",Siegen,"Gemeinde oder Stadt",Siegen,,,,3.5,ja,ja,ja,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,ja,ja,ja,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,nein,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
379,Kombibad,CoeBad,"Osterwicker Straße 19",48653,Coesfeld,,"02541 929600",info@coebad.de,www.coebad.de,05558012,7.17065,51.95118,ja,,,,,,,,,"Gemeinde oder Stadt","Bäder- und Parkhausgesellschaft der Stadt Coesfeld GmbH","Gemeinde oder Stadt","Bäder- und Parkhausgesellschaft der Stadt Coesfeld GmbH",,,,5.5,ja,ja,nein,nein,nein,ja,nein,,,,,,,nein,ja,nein,nein,nein,ja,nein,ja,ja,,ja,,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,ja,ja,,,,,,,,,,,,nein,,,ja,11,,,,,,,,,nein,,,
